"missing_rate","missing_percent","replication","model","realised_training_missing_fraction","gnar_training_rows","rmse","mae","coverage_95"
0.6,60,5,"Persistence",0.600799086757991,542,4.30733473516958,3.04949322418833,NA
0.6,60,5,"Ridge VAR",0.600799086757991,542,3.96485961924128,2.8290853160786,NA
0.6,60,5,"OLS GNAR",0.600799086757991,542,3.88823882505045,2.73197677187306,NA
0.6,60,5,"Bayesian Gaussian GNAR",0.600799086757991,542,3.88747598881771,2.73208281218199,0.934684684684685
0.6,60,6,"Persistence",0.599315068493151,509,4.30683292805421,3.04944673394809,NA
0.6,60,6,"Ridge VAR",0.599315068493151,509,3.9366076229567,2.84319511761227,NA
0.6,60,6,"OLS GNAR",0.599315068493151,509,3.86201723993814,2.76195074712232,NA
0.6,60,6,"Bayesian Gaussian GNAR",0.599315068493151,509,3.86302669252189,2.76130180392014,0.914864864864865
0.6,60,7,"Persistence",0.594520547945205,578,4.31564187172293,3.0526752939522,NA
0.6,60,7,"Ridge VAR",0.594520547945205,578,3.96010114988416,2.84604040839847,NA
0.6,60,7,"OLS GNAR",0.594520547945205,578,3.8767895179949,2.7174440369985,NA
0.6,60,7,"Bayesian Gaussian GNAR",0.594520547945205,578,3.87734961293905,2.71754755118951,0.903603603603604
0.6,60,8,"Persistence",0.604908675799087,517,4.31586391649512,3.05812685782197,NA
0.6,60,8,"Ridge VAR",0.604908675799087,517,3.96894044959054,2.81430308102319,NA
0.6,60,8,"OLS GNAR",0.604908675799087,517,3.97814371780821,2.72848948289716,NA
0.6,60,8,"Bayesian Gaussian GNAR",0.604908675799087,517,3.97855972034574,2.72915548542297,0.915315315315315
0.6,60,9,"Persistence",0.58972602739726,610,4.30618239263871,3.04746150496911,NA
0.6,60,9,"Ridge VAR",0.58972602739726,610,3.92646405699389,2.80736189869157,NA
0.6,60,9,"OLS GNAR",0.58972602739726,610,3.82747111106667,2.72137752666153,NA
0.6,60,9,"Bayesian Gaussian GNAR",0.58972602739726,610,3.827474239541,2.72227628848709,0.934684684684685
0.6,60,10,"Persistence",0.588698630136986,585,4.30964731202682,3.05314497749443,NA
0.6,60,10,"Ridge VAR",0.588698630136986,585,4.01291843173592,2.84399071456562,NA
0.6,60,10,"OLS GNAR",0.588698630136986,585,3.8578690754858,2.72690001521547,NA
0.6,60,10,"Bayesian Gaussian GNAR",0.588698630136986,585,3.8579412269525,2.72744191308489,0.906756756756757
