"date","site_id","observed","fitted","residual"
2024-03-02,"PRES",9.20704166666667,4.87865741730423,4.32838424936244
2024-03-02,"BIRR",4.96466666666667,5.21599534498126,-0.251328678314588
2024-03-02,"BLC2",9.45170833333333,5.62355492699242,3.82815340634092
2024-03-02,"BOTR",5.52583333333333,4.62661444301556,0.899218890317772
2024-03-02,"GHSR",3.69683333333333,4.48503316423025,-0.788199830896923
2024-03-02,"LEAM",2.70833333333333,4.24047219310201,-1.53213885976868
2024-03-02,"NPT3",4.73175,4.51751370785801,0.214236292141991
2024-03-02,"REA1",4.09591666666667,4.20525243716649,-0.109335770499819
2024-03-02,"SOUT",3.25183333333333,4.59268075827783,-1.3408474249445
2024-03-02,"WREX",7.92945833333333,4.29741870547995,3.63203962785338
2024-03-02,"LEAR",3.02491666666667,4.06932745363266,-1.04441078696599
2024-03-02,"PLYM",5.819625,5.84284008680807,-0.023215086808074
2024-03-02,"SHDG",8.67729166666667,6.05623573950603,2.62105592716064
2024-03-02,"SHE",6.66670833333333,5.58482500524764,1.08188332808569
2024-03-02,"BEL2",4.038,5.83104389492581,-1.79304389492581
2024-03-02,"GLKP",3.46408333333333,4.17095191388397,-0.706868580550641
2024-03-02,"LECU",3.52995833333333,4.39820577609352,-0.86824744276019
2024-03-02,"SUN2",9.47041666666667,6.1147456520596,3.35567101460708
2024-03-02,"TRAN",8.498375,4.74789670257391,3.75047829742608
2024-03-02,"STOK",5.71745833333333,4.80784839409702,0.90960993923631
2024-03-02,"BEX",3.8915,5.00776392557357,-1.11626392557357
2024-03-02,"SEND",3.55833333333333,4.72911691527125,-1.17078358193792
2024-03-02,"HUL2",4.37404166666667,5.93438754780524,-1.56034588113856
2024-03-02,"PEMB",2.0145,3.73503440121947,-1.72053440121947
2024-03-02,"WFEN",3.55241666666667,4.56239287198228,-1.00997620531561
2024-03-02,"OSY",4.59325,4.82861748152581,-0.235367481525814
2024-03-02,"ACTH",2.69070833333333,2.9730499725599,-0.282341639226569
2024-03-02,"COPP",7.43020833333333,4.75599100075976,2.67421733257357
2024-03-03,"EB",5.72041666666667,5.64319486510809,0.0772218015585793
2024-03-03,"IMGM",12.5207083333333,5.41023001430524,7.11047831902806
2024-03-03,"PRES",7.851875,7.24786518397816,0.604009816021836
2024-03-03,"BIRR",9.58729166666667,6.26562272241506,3.32166894425161
2024-03-03,"BLC2",7.07358333333333,7.73115107031524,-0.657567736981907
2024-03-03,"BOTR",12.4026666666667,6.0635608786343,6.3391057880324
2024-03-03,"GHSR",3.63895833333333,4.68471720808004,-1.04575887474671
2024-03-03,"LEAM",8.16925,4.80554631491951,3.36370368508049
2024-03-03,"NPT3",8.13979166666667,5.61952407776232,2.52026758890435
2024-03-03,"REA1",9.101875,5.25653719400814,3.84533780599186
2024-03-03,"SOUT",8.92979166666667,5.12805885380855,3.80173281285812
2024-03-03,"WREX",4.97158333333333,6.5280382403168,-1.55645490698347
2024-03-03,"LEAR",9.49883333333333,4.82014528385065,4.67868804948268
2024-03-03,"PLYM",4.13029166666667,6.6002838298073,-2.46999216314063
2024-03-03,"SHDG",11.1419166666667,7.4833566710823,3.6585599955844
2024-03-03,"SHE",11.572375,6.68628741689132,4.88608758310868
2024-03-03,"BEL2",5.29591666666667,5.6457522096687,-0.349835543002033
2024-03-03,"GLKP",3.345125,4.40554850243762,-1.06042350243762
2024-03-03,"LECU",9.92241666666667,5.19003945409856,4.73237721256811
2024-03-03,"SUN2",11.2677916666667,7.33527558336937,3.93251608329733
2024-03-03,"TRAN",7.62191666666667,6.9923129847097,0.629603681956975
2024-03-03,"STOK",9.2335,6.18809881851924,3.04540118148076
2024-03-03,"BEX",8.53783333333333,5.69867576979529,2.83915756353804
2024-03-03,"SEND",9.42620833333333,5.37860885453859,4.04759947879474
2024-03-03,"HUL2",12.28775,6.0959982172087,6.1917517827913
2024-03-03,"PEMB",2.35354166666667,4.00835180342051,-1.65481013675384
2024-03-03,"WFEN",9.18054166666667,5.02020929889377,4.1603323677729
2024-03-03,"OSY",8.229125,5.6918086384236,2.5373163615764
2024-03-03,"ACTH",2.89808333333333,3.32871932513713,-0.430635991803795
2024-03-03,"COPP",8.17804166666667,6.74946626109806,1.42857540556861
2024-03-04,"EB",5.99170833333333,7.22069015233407,-1.22898181900074
2024-03-04,"IMGM",11.6716666666667,10.0104273449919,1.66123932167485
2024-03-04,"PRES",6.56054166666667,7.98412690471166,-1.42358523804499
2024-03-04,"BIRR",9.49991666666667,9.2684694806087,0.231447186057968
2024-03-04,"BLC2",8.10229166666667,8.0987560700551,0.00353559661157377
2024-03-04,"BOTR",11.0918333333333,9.88612551633943,1.20570781699387
2024-03-04,"GHSR",5.31554166666667,5.98510667702772,-0.669565010361046
2024-03-04,"LEAM",6.89858333333333,8.13713173424694,-1.23854840091361
2024-03-04,"NPT3",7.08525,8.16948635028898,-1.08423635028898
2024-03-04,"REA1",6.81508333333333,8.39990804131016,-1.58482470797682
2024-03-04,"SOUT",7.71133333333333,8.54049910395968,-0.829165770626353
2024-03-04,"WREX",5.99754166666667,6.67585559125409,-0.678313924587421
2024-03-04,"LEAR",6.77675,8.51976317740966,-1.74301317740966
2024-03-04,"PLYM",7.11575,7.27461685662474,-0.158866856624735
2024-03-04,"SHDG",9.06941666666667,9.67013546076555,-0.600718794098876
2024-03-04,"SHE",11.736625,9.79077285141024,1.94585214858976
2024-03-04,"BEL2",7.68365217391304,7.44801034829278,0.235641825620263
2024-03-04,"GLKP",4.73570833333333,5.6818478107945,-0.946139477461174
2024-03-04,"LECU",7.14333333333333,8.85840414769496,-1.71507081436163
2024-03-04,"SUN2",15.1916666666667,9.28154913400899,5.91011753265771
2024-03-04,"TRAN",8.633125,7.91030721979346,0.722817780206542
2024-03-04,"STOK",9.711125,8.76714957905966,0.943975420940335
2024-03-04,"BEX",5.88058333333333,8.72185339993493,-2.8412700666016
2024-03-04,"SEND",5.45504166666667,8.85622844018532,-3.40118677351865
2024-03-04,"HUL2",16.18125,10.3519078854827,5.82934211451725
2024-03-04,"PEMB",4.15104166666667,5.45388572818174,-1.30284406151507
2024-03-04,"WFEN",6.163625,8.41609274697666,-2.25246774697666
2024-03-04,"OSY",6.11345833333333,8.3342460947467,-2.22078776141337
