"network","lag","stage","nacf","pnacf","abs_nacf","abs_pnacf","selection_period_start","selection_period_end"
"threshold150km",1,2,0.488046046141887,0.488046046141887,0.488046046141887,0.488046046141887,"2024-01-01","2024-08-31"
"threshold150km",1,3,0.428905953371802,0.428905953371802,0.428905953371802,0.428905953371802,"2024-01-01","2024-08-31"
"threshold150km",2,0,0.405231422390907,0.0170557342157381,0.405231422390907,0.0170557342157381,"2024-01-01","2024-08-31"
"threshold150km",2,1,0.337300563574059,0.00463927757100648,0.337300563574059,0.00463927757100648,"2024-01-01","2024-08-31"
"threshold150km",2,2,0.33570415419077,0.0421939812628837,0.33570415419077,0.0421939812628837,"2024-01-01","2024-08-31"
"threshold150km",2,3,0.305623921382584,0.050912565794965,0.305623921382584,0.050912565794965,"2024-01-01","2024-08-31"
"threshold150km",3,0,0.29998124231994,0.0633660608138421,0.29998124231994,0.0633660608138421,"2024-01-01","2024-08-31"
"threshold150km",3,1,0.245952902677916,0.0421394476417975,0.245952902677916,0.0421394476417975,"2024-01-01","2024-08-31"
"threshold150km",3,2,0.255720225421073,0.0572160293454668,0.255720225421073,0.0572160293454668,"2024-01-01","2024-08-31"
"threshold150km",3,3,0.225861691441134,0.040186135315064,0.225861691441134,0.040186135315064,"2024-01-01","2024-08-31"
"threshold150km",4,0,0.23275175408782,0.0254897605264552,0.23275175408782,0.0254897605264552,"2024-01-01","2024-08-31"
"threshold150km",4,1,0.185489447551544,0.00956172767785928,0.185489447551544,0.00956172767785928,"2024-01-01","2024-08-31"
"threshold150km",4,2,0.205004565142274,0.0337553478220744,0.205004565142274,0.0337553478220744,"2024-01-01","2024-08-31"
"threshold150km",4,3,0.186126238061449,0.035916837141509,0.186126238061449,0.035916837141509,"2024-01-01","2024-08-31"
"threshold150km",5,0,0.186868849928265,0.0213256650904367,0.186868849928265,0.0213256650904367,"2024-01-01","2024-08-31"
"threshold150km",5,1,0.141070037245172,0.00124799195347123,0.141070037245172,0.00124799195347123,"2024-01-01","2024-08-31"
"threshold150km",5,2,0.171246061343807,0.0305695340062403,0.171246061343807,0.0305695340062403,"2024-01-01","2024-08-31"
"threshold150km",5,3,0.16200502069146,0.0360251142007761,0.16200502069146,0.0360251142007761,"2024-01-01","2024-08-31"
